,susceptible,exposed,infectious,recovered
242,207459.4867459185,569.3009113178285,886.722821543682,799094.4207176182
243,207422.0925545874,529.7656573360656,825.2860960995275,799266.0185327793
244,207389.6067151941,492.97356580275414,768.0898250722009,799425.7254747042
245,207361.68809555966,458.73488708292143,714.8439039679641,799574.3625297366
246,207338.0192451205,426.87288844793983,665.2776878546318,799712.694526137
247,207318.30481295733,397.22300555475465,619.1387722231455,799841.4337837128
248,207302.2699590947,369.63198894703254,576.1917793575743,799961.243769648
249,207289.6589511344,343.9571452216225,536.2172601557908,800072.7423588822
250,207280.23383405153,320.06561829964,499.0106474497896,800176.5049297232
251,207273.77319927973,297.8337241853022,464.3812738421864,800273.0672421668
252,207270.0710349471,277.14632085643257,432.1514555504366,800362.9281339255
253,207268.93565631952,257.8962219368012,402.1556323257599,800446.552036395
254,207270.18870950188,239.98365500152926,374.23955518652053,800524.3713249125
255,207273.66424381506,223.31575331095473,348.2595277463281,800596.7885133197
256,207279.2078506387,207.8060794671849,324.0817015302952,800664.1782961458
257,207286.67586229317,193.37418268236397,301.5814152716105,800726.8894531609
258,207295.9346023762,179.9451897270604,280.64256820427323,800785.2466347994
259,207306.85969235847,167.4494188648549,261.1570443445608,800839.5520173465
260,207319.33540521577,155.82202012893276,243.02417313346314,800890.0868483884
261,207333.25406270073,145.00264424288918,226.1502195463798,800937.1128905098
262,207348.51547553166,134.9351313107737,210.4479122934841,800980.8737642141
263,207365.0264229143,125.56721974852357,195.83600501285423,801021.5961982779
264,207382.70016753412,116.85027698779454,182.23886385974458,801059.4911964647
265,207401.45600371185,108.73904994053818,169.5860806132285,801094.7551257992
266,207421.2188386214,101.19142872224137,157.8121179694592,801127.5707263318
267,207441.91880135934,94.16822950793419,146.85597401699647,801158.1080547384
268,207463.49087934566,87.632992364151,136.66086952295998,801186.5253628017
269,207485.87458064695,81.55179152470113,127.17395876104499,801212.9699139835
270,207509.0136192278,75.89305963353247,118.34605829125074,801237.5787451518
271,207532.8556221911,70.62742448231566,110.1313939193489,801260.479375642
272,207557.35185766694,65.72755603430477,102.48736629348453,801281.790466749
